CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS,TOURIST TYPE,Distance_Empire
Art Gallery,Adams George Gallery,41 W 57th St Lbby,10019,(212) 644-5665,http://www.ikarma.com/biz/New+York/New+York/Adams+George+Gallery/%28212%29644-5665/,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Adelson Galleries,219 E 82nd St ,10028,(212) 439-6800,http://www.adelsongalleries.com/,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Adler & Conkright Fine Art Llc,24 E 71st St ,10021,(212) 772-7509,http://www.adlerconkrightarts.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,African Arts Center Inc,615 W 27th St ,10001,(212) 244-6914,http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Africart Motherland Inc,2478 Frederick Douglas Blvd ,10027,(212) 368-6802,http://local.botw.org/New_York/New_York/Africart_Motherland_Inc/77934896.html,Not Available,"Family, Couple, Individual",4.90 Miles
Art Gallery,Agora Gallery,530 W 25th St ,10001,212-226-4151,http://www.agora-gallery.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Akira Ikeda Gallery,17 Cornelia St ,10014,(212) 366-5449,http://www.akiraikedagallery.com/,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Alan Brasington Inc,23 8th Ave ,10014,(212) 366-9996,http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Alaska on Madison,1065 Madison Ave ,10028,(212) 879-1782,http://www.alaskaonmadison.com/,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Alexander and Bonin,132 10th Ave ,10011,(212) 367-7474,http://www.alexanderandbonin.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Alexander's Sculptural Svce,117 E 39th St ,10016,(212) 867-8866,http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx,Not Available,"Family, Couple, Individual",0.86 Miles
Art Gallery,Alexandre Gallery,41 E 57th St ,10022,(212) 755-2828,http://www.alexandregallery.com,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Blum Peter-Blum Arts,99 Wooster St ,10012,(212) 343-0441,http://peterblumgallery.com/exhibitions,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Alter Silver Gallery Corp,1050 2nd Ave ,10022,(212) 750-1928,http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,American European Fine Art Inc,115 E 89th St ,10128,(212) 517-4010,http://www.artincontext.org,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,American Fine Arts Co,530 W 22nd St ,10011,(212) 941-0401,http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,American Folk Art Museum - Eva and Morris Feld Gallery,2 Lincoln Square ,10023,(212) 595-9533,http://www.folkartmuseum.org/default.asp?id=509,Not Available,"Family, Couple, Individual",2.10 Miles
Art Gallery,Ameringer & Yohe Fine Arts,525 West 22nd Street ,10011,(212) 445-0051,http://www.ameringer-yohe.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Amos Eno Gallery,111 Front Street ,11201,(718) 237-3001,http://www.amoseno.org/,Not Available,"Family, Couple, Individual",3.70 Miles
Art Gallery,An American Space,118 E 92nd St ,10128,(212) 426-2879,http://www.artinfo.com/galleryguide/11631/119/an-american-space-gallery/visit/,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,Ancient Art of the New World Inc,525 E 72nd St ,10021,(212) 737-3766,http://www.manta.com/coms2/dnbcompany_6k57c8,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Andover Gallery,60 Rivington St ,10002,(212) 473-1722,http://new_york.ny.ooberunder.com/7385653-andover.gallery,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Andrew Edlin Gallery,134 Tenth Avenue ,10011,(212) 206-9723,http://edlingallery.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Andy Warhol Authentication Board Inc,525 W 20th St ,10011,(212) 727-1735,http://www.warholfoundation.org/legacy/authentication_procedure.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Angel Orensanz Foundation,172 Norfolk St ,10002,(212) 780-0175,http://www.orensanz.org/home.php,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Anita Friedman Fine Arts,980 Madison Ave ,10021,(212) 472-1527,http://www.artnet.com/gallery/406/anita-friedman-fine-arts.html,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Annex the,601 W 26th St ,10001,(646) 638-3785,http://oneartworld.com/The+Annex.html,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Annie Yau Gallery,173 W 88th St ,10024,(212) 580-2980,http://www.upnext.com/venue/new-york-recreation/annie-yau-gallery/11640.htm,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Annina Nosei Gallery,528 W 22nd St ,10011,(212) 741-8695,http://www.patrickgrant.net/genome_angallery.htm,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Anthony Grant Inc,37 W 57th St ,10019,(212) 755-0434,http://anthonygrantinc.com/Movie1_LANY.swf,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Antik,104 Franklin St ,10013,(212) 343-0471,http://www.antik-nyc.net/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Antiquarium Fine Ancient Arts Gallery Ltd,948 Mad Ave ,10001,(212) 734-9776,http://local.botw.org/New_York/New_York/Antiquarium_Fine_Ancient_Arts_Gallery_LTD/950985.html,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Anton Kern Gallery Inc,532 W 20th St ,10011,(212) 965-1706,http://antonkerngallery.com/artist.php?aid=16,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Apex Art,291 Church St ,10013,(212) 431-5270,http://www.apexart.org/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Arader W Graham Gallery,29 E 72nd St ,10021,(212) 628-3668,http://www.aradergalleries.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Arash Gallery,1051 2nd Ave ,10022,(212) 759-4999,http://www.leftlinks.org/photography/main.php,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Arcadia Fine Arts,51 Greene St ,10013,(212) 965-1387,http://www.arcadiafinearts.com/home.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Archibald Arts,602 10th Ave ,10036,(212) 247-5087,http://www.archibaldarts.com/,Not Available,"Family, Couple, Individual",0.78 Miles
Art Gallery,Archive Consulting & Management Services,511 W 25th St ,10001,(212) 242-7767,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Ariel Meyerowitz Gallery,4720 Center Blvd. Suite #2005,11109,(917) 685-0089,http://www.arielmeyerowitz.com/,Not Available,"Family, Couple, Individual",2.52 Miles
Art Gallery,Ariston Development Group,78 Horatio St ,10014,(212) 924-1688,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Arleen G Becker Gallery Inc,200 Lexington Avenue ,10022,(347) 525-7074,http://www.agbgallery.com/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Art & Interiors Inc,979 3rd Ave ,10022,(212) 754-9900,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Art Advice Corporate Art Consultants,200 E 33rd St Lbby,10016,(212) 683-5611,http://www.artadvice-ny.com/,Not Available,"Family, Couple, Individual",0.86 Miles
Art Gallery,Art Advisory Svces Inc,530 Park Ave ,10065,(212) 935-1272,http://www.artadvisoryservices.com/,Not Available,"Family, Couple, Individual",2.05 Miles
Art Gallery,Art Asap,444 W 50th St ,10019,(212) 258-3598,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Art Auction Advisory Svces,530 Park Avenue ,10065,(212) 935 1272,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,Not Available,"Family, Couple, Individual",2.05 Miles
Art Gallery,Art Avenues Inc,240 W End Ave ,10023,(212) 874-6305,http://www.merchantcircle.com/business/Art.Avenues.Inc.New.York.NY.212-874-6305,Not Available,"Family, Couple, Individual",2.10 Miles
Art Gallery,Art Finds,140 Riverside Dr ,10024,(212) 724-4132,http://newyork.citysearch.com/profile/7169370/new_york_ny/art_finds.html,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Blumka Gallery,209 E 72nd St ,10021,(212) 734-3222,http://www.blumkagallery.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Art Gallery & Custom Framing,799 Broadway ,10003,(212) 473-6802,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Art In General,79 Walker St ,10013,(212) 219-0473,http://www.artingeneral.org/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Art Loft Gallery,199 Lafayette St ,10012,(212) 343-3005,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Art Merchandising and Media Inc,26 E 64th St Bsmt,10021,(212) 759-0777,http://www.nyc.com/arts__attractions/art_merchandising_and_media_inc.912/map_location.aspx,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Art Metaphysics Education,323 W 39th St ,10018,(212) 736-0999,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,Not Available,"Family, Couple, Individual",0.50 Miles
Art Gallery,Art Placement International,957 Park Ave Apt 5W,10028,(212) 517-8740,http://m.nyc.com/arts__attractions/art_placement_international.449/map_location.aspx,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Art Projects International Inc,429 Greenwich St Ph,10013,(212) 343-2599,http://www.artprojects.com/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Art Resources Transfer Inc,210 11th Ave ,10001,(646) 486-2387,http://www.artresourcestransfer.org/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Art Student Showcase Inc,248 Lafayette St ,10012,(212) 941-9471,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Art Wise,133 W 25th St ,10001,(212) 989-3348,http://www.yellowspinny.com/art+wise/bus-41875/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Arte Primitivo-Howard S Rose Gallery,3 E 65th St ,10021,(212) 570-6999,http://www.arteprimitivo.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Artemis Fine Arts Inc,23 E 73rd St ,10021,(212) 288-8488,http://newyork.maplist.org/viewthread.php?tid=414560,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Artenova Ltd,1780 Broadway ,10019,(212) 581-8815,http://ny.citysquares.com/manhattan/clinton/arts-entertainment/artists-art-dealers/artenova-ltd,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Arterres,242 Lafayette St ,10012,(212) 343-1196,http://www.ibegin.com/directory/us/new-york/new-york/arterres-242-lafayette-st/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Artique-the Art of Framing Inc,2580 Broadway ,10025,(212) 665-0549,http://www.artiqueonline.com/,Not Available,"Family, Couple, Individual",3.77 Miles
Art Gallery,Artist Prod Gallery,448 Broadway ,10013,(212) 477-5699,http://www.nyc.com/arts__attractions/artist_prod_gallery.569/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Artists Space,38 Greene St ,10013,(212) 226-3970,http://www.artistsspace.org/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Artlife Gallery,155 Ave of the Americas ,10013,(212) 255-9900,http://www.yellowspinny.com/artlife+gallery/bus-42410/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Art-Lore Inc,1155 Manhattan Ave ,11222,(718) 389-7988,http://www.merchantcircle.com/business/Art.Lore.Inc.718-389-7988,Not Available,"Family, Couple, Individual",2.86 Miles
Art Gallery,Artrepreneur,945 5th Ave ,10021,(212) 861-3156,http://www.theartrepreneur.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Arts Action Research,423 Atlantic Ave ,11217,(718) 797-3661,http://www.artsaction.com/,Not Available,"Family, Couple, Individual",4.54 Miles
Art Gallery,Arts at University Settlement/Speyer Hall,185 Eldridge St. ,10002,(212) 674-9120,http://www.universitysettlement.org/,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Arts Du Monde,40 W 25th St ,10010,(212) 243-4477,http://www.artsdumonde.net/,Not Available,"Family, Couple, Individual",0.63 Miles
Art Gallery,Arts India,206 5th Ave ,10010,(212) 725-6092,http://www.merchantcircle.com/blogs/Arts.India.212-725-6092,Not Available,"Family, Couple, Individual",0.63 Miles
Art Gallery,Arts Proper International Inc,24 W 57th St ,10019,(212) 586-2810,http://www.nyc.com/arts__attractions/arts_proper_international_inc.1747/whats_nearby.aspx,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Artscope Inc,502 Park Ave ,10022,(212) 838-0475,http://local.botw.org/New_York/New_York/Artscope_Inc/1103231.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Ash Fine Art,51 E 78th St ,10021,(212) 734-0100,http://local.botw.org/New_York/New_York/Ash_Fine_Art/56447074.html,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Asher Gallant Gallery,62 E 55th St ,10022,(212) 755-6770,http://www.nyc.com/arts__attractions/asher_gallant_gallery.1791/whats_nearby.aspx,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Ashione Art Gallery,41 Perry St ,10014,(212) 229-0899,http://www.yelp.com/biz/ashione-art-gallery-new-york,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Ashoka Crafts,202 W 77th St ,10024,(212) 579-9040,http://www.ashokacrafts.com/,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Atelier A-E Ent,35 West 23rd Street #3,10010,(212) 620-8103,http://www.atelierae.com/Contact.php,Not Available,"Family, Couple, Individual",0.63 Miles
Art Gallery,Atelier International Art Group Inc,594 Broadway ,10012,(212) 431-0630,http://www.atelierart.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Atlantic Gallery,135 West 29th St suite 601,10001,(212) 219-3183,http://www.atlanticgallery.org/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Atmosphere Galleries Inc,134 10th Ave ,10011,(212) 343-9115,http://www.city-data.com/businesses/485663918-atmosphere-galleries-inc-new-york-ny.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Audiello Fine Art Inc,526 W 26th St ,10001,(212) 675-9082,http://www.massimoaudiello.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Audrey C Art & Jewels,167 E 61st St ,10021,(212) 755-8979,http://wap.outalot.com/listings/278910-Audrey-C-Art-Jewels,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Australian Aboriginal Fine Art Gallery Of New York,1255 5th Ave ,10029,(917) 459-8874,http://www.aboriginalvisions.com/,Not Available,"Family, Couple, Individual",3.87 Miles
Art Gallery,Av Art Gallery & Custom Framing Inc,235 8th Ave ,10011,(646) 486-3781,http://loqal.com/av+art+gallery+custom+framing+inc.9.54033737p.home.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Available Art Llc,204 Dean St ,11217,(917) 237-1668,http://www.nyc.com/arts__attractions/available_art_llc.905/map_location.aspx,Not Available,"Family, Couple, Individual",4.54 Miles
Art Gallery,AVC Contemporary Arts Gallery,41 E. 57th St. ,10022,(212) 888-1122,http://friendseat.com/New-York-NY/Art-Museums-Galleries/AVC-Contemporary-Arts-Gallery,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Axelle Fine Art,312 Atlantic Ave ,11201,(718) 246-1800,http://www.axelle.com/,Not Available,"Family, Couple, Individual",3.70 Miles
Art Gallery,Axelle Fine Arts Gallery Ltd,148 Spring St ,10012,(212) 226-2262,http://www.axelle.com/index.html,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Aztec Marketing Co,90 John St ,10038,(212) 791-3317,http://www.merchantcircle.com/business/Aztec.Marketing.Co.New.York.NY.212-791-3317,Not Available,"Family, Couple, Individual",2.99 Miles
Art Gallery,Back To Africa Imports,6 W 26th St ,10010,(212) 462-4848,http://www.back2africa.com/,Not Available,"Family, Couple, Individual",0.63 Miles
Art Gallery,Bag One Arts,110 W 79th St ,10024,(212) 595-5537,http://local.botw.org/New_York/New_York/Bag_One_Arts/1353721.html,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Balalaika Arts & Crafts From Russia & Former Ussr,313 E 95th St ,10128,(212) 722-2594,http://local.botw.org/New_York/New_York/Balalaika_Arts_and_Crafts_From_Russia_and_Former_Ussr/34339337.html,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,BALMAR REALTY,155 E 55TH ST ,10022,(212) 702-0132,http://www.nyc.com/arts__attractions/balmar_realty.1777/map_location.aspx,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Barbara Gladstone Gallery,515 W 24th St ,10011,(212) 206-9300,http://www.gladstonegallery.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Baron Boisante Editions,421 Hudson St ,10014,(212) 924-9940,http://www.baronboisante.com/,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Barrington Gallery of London Ltd,572 5th Ave ,10036,(212) 302-9546,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C5407-3048-28EB-92AE16503A57B774,Not Available,"Family, Couple, Individual",0.78 Miles
Art Gallery,Bayo Studios,210 Varet Street ,11206,1-800-939-2296,http://bayostudio.com/,Not Available,"Family, Couple, Individual",4.22 Miles
Art Gallery,Beadleston Gallery,724 5th Ave ,10019,(212) 581-7544,http://www.artincontext.org,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Behr Thyssen Ltd,165 Hudson Street ,10013,(212) 431-7459,http://www.behr-thyssen.com/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Belanthi,142 Court St ,11201,(718) 624-9420,http://yp.blogflux.com/directory/us/new-york/brooklyn/belanthi-142-court-st/,Not Available,"Family, Couple, Individual",3.70 Miles
Art Gallery,Bellwether Gallery,134 10th Ave ,10011,(212) 929-5959,http://www.bellwethergallery.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Bench Dogs,60 Broadway ,11211,(718) 486-7338,http://yp.blogflux.com/directory/us/new-york/brooklyn/bench-dogs-60-broadway/,Not Available,"Family, Couple, Individual",3.33 Miles
Art Gallery,Benedetti Gallery Inc,52 Prince St ,10012,(212) 226-2238,"http://www.wcities.com/en/record/298,64993/33/record.html",Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Bernarducci Meisel Gallery,37 W 57th St ,10019,(212) 593-3757,http://www.bernarduccimeisel.com/index.php,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Bernstein David Primitive Art,737 Park Ave ,10021,(212) 794-0389,http://www.precolumbianart4sale.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Berry-Hill Galleries Inc,11 E 70th St ,10021,(212) 744-2300,http://www.berry-hill.com/home.html,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Beverly Sacks Fine Art,229 E 60th St ,10022,(212) 583-9798,http://sacksfineart.com/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Beyond the Wall,529 5th Ave Fl 7,10017,(212) 622-7350,http://shop.beyondthewall.com/,Not Available,"Family, Couple, Individual",1.28 Miles
Art Gallery,BICYCLE PAINTINGS.COM,106 Ridge Street ,10002,(917) 771-8537,http://www.bicyclepaintings.com/,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Big Cat Gallery,154 Orchard Street ,10002,(212) 982-6210,http://www.tonyfitzpatrick.com/big_cat_gallery.htm,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Bill Bace Gallery,39 Wooster St ,10013,(212) 219-0959,http://www.yellowbot.com/bill-bace-gallery-new-york-ny.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Bill Hodges Gallery,24 W 57th St ,10019,(212) 333-2640,http://www.billhodgesgallery.com/,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Bitforms,529 W 20th St ,10011,(212) 366-6939,http://www.bitforms.com/index.php,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Black & White Gallery Inc,483 Driggs Ave ,11211,(718) 599-8775,http://www.blackandwhiteartgallery.com/,Not Available,"Family, Couple, Individual",3.33 Miles
Art Gallery,Bleier Milton A Corp,386 Park Ave ,10016,(212) 533-1730,http://miltonbleier.com/,Not Available,"Family, Couple, Individual",0.86 Miles
Art Gallery,Blue Mountain Gallery Inc,530 W 25th St ,10001,(646) 486-4730,http://www.bluemountaingallery.org,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Bodanna Inc,123 E 7th St ,10009,(212) 388-0078,http://www.merchantcircle.com/business/Bodanna.Inc.New.York.NY.212-388-0078,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Bolivar Arellano Gallery,420 E 9th St ,10009,(212) 420-1263,http://www.bolivararellanogallery.com/,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Bonakdar Jancou Gallery,521 W 21st St ,10011,(212) 414-4144,http://www.tanyabonakdargallery.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,BORDEN JANET INC,560 BROADWAY ,10012,(212) 431-0166,http://www.janetbordeninc.com/current/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Bose Pacia Modern,508 W 26th St ,10001,(212) 989-7074,http://www.bosepacia.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Bound and Unbound,601 W. 26th St 12th Fl.,10001,(212) 463-7348,http://oneartworld.com/Bound+_26+Unbound.html,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Bowery Gallery,530 W 25th St ,10001,(646) 230-6655,http://www.bowerygallery.org/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Brenda Taylor Gallery,511 W. 25th Street #401,10001,(212) 463-7166,http://www.brendataylorgallery.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Bridgewater Gallery of Fine Arts Inc,176 East 3rd Street Suite 5G,10009,(212) 674-3650,http://www.bwfinearts.com/,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Brooke Alexander Gallery,59 Wooster St. ,10012,(212) 925-4338,http://www.baeditions.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Brooklyn Fireproof,119 Ingraham St (at Porter Ave),11237,(718) 456-7570,http://www.brooklynfireproof.com/,Not Available,"Family, Couple, Individual",4.97 Miles
Art Gallery,Broome Street Gallery the,498 Broome St ,10013,(212) 226-6085,http://www.anny.org/2/gallery.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Bruce Palmer Galleries,180 Riverside Drive #6E,10024,(212) 595-6651,http://www.askart.com/AskART/lists/dealersummary.aspx?searchtype=dealer&company=43159,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Bruce Silverstein Gallery,504 W. 22nd St. ,10011,(212) 627-3930,http://www.brucesilverstein.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Bruton Gallery Inc,40 E 61st St Apt 12A,10021,(212) 980-1640,http://www.brutongallery.co.uk/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Buzzco Assoc Inc,33 Bleecker St ,10012,(212) 473-8800,http://www.buzzzco.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,C & M Arts,45 E. 78th St. ,10021,(212) 861-0020,http://ny.serviceslisted.com/1655047-CMArts.htm,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Caelum Gallery,526 W 26th St ,10001,(212) 924-4161,http://www.caelumgallery.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Caldwell Snyder Gallery,451 W Broadway ,10012,(212) 387-0208,http://www.merchantcircle.com/business/Caldwell.Snyder.Gallery.212-387-0208,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Candyland Films,446 Broadway ,10013,(212) 219-2500,http://www.nyc.com/arts__attractions/candyland_films.209/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Caravan International Co,210 E 86th St ,10028,(212) 772-7160,http://www.nyc.com/arts__attractions/caravan_international_co.451/map_location.aspx,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Carboni Inc,2 W 45th St Ste 1702,10036,(212) 944-1566,http://www.yellowspinny.com/carboni+inc/bus-91954/,Not Available,"Family, Couple, Individual",0.78 Miles
Art Gallery,Carley Ann M Atty,73 Spring St ,10012,(212) 334-7993,http://www.nyc.com/arts__attractions/carley_ann_m_atty.200/editorial_review.aspx,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Carlton Rochell,41 E 57th St ,10022,(212) 759-7600,http://www.carltonrochell.com/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Carnegie Frame Inc,160 W 55th St ,10019,(212) 307-7240,http://carnegieframing.com/,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Cartoonews Gallery,721 5th Ave ,10022,(212) 223-4666,http://local.botw.org/New_York/New_York/Cartoonews_Gallery/85838758.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Casa Linda Galleries Inc,300 E 95th St ,10128,(212) 534-1847,http://m.nyc.com/arts__attractions/casa_linda_galleries_inc.774/map_location.aspx,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,Casey M Kaplan Inc,416 W 14th St ,10014,(212) 645-7335,http://www.caseykaplangallery.com/,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Catherine Conway Inc,112 W 13th St ,10011,(212) 627-9344,http://66.111.11.24/arts__attractions/catherine_conway_inc.161/street_view.aspx,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Cavaliero Fine Arts,242 W 36th St ,10018,(212) 947-1031,http://www.cavalierofinearts.com/,Not Available,"Family, Couple, Individual",0.50 Miles
Art Gallery,Cavin-Morris,560 Broadway Ste.405B,10012,(212) 226-3768,http://www.cavinmorris.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Cds Gallery,74 E 79th St ,10075,(212) 772-9555,http://www.artnet.com/gallery/112614/cds-gallery.html,Not Available,"Family, Couple, Individual",2.54 Miles
Art Gallery,Celtic Art,2415 Jackson Ave ,11101,(718) 482-7624,http://local.botw.org/New_York/Long_Island_City/Celtic_Art/2642342.html,Not Available,"Family, Couple, Individual",3.00 Miles
Art Gallery,Century Artists Inc,530 W 25th St ,10001,(212) 367-7072,http://www.newcenturyartists.org/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Ceres Gallery,547 W 27th St ,10001,(212) 947-6100,http://www.ceresgallery.org/,Not Available,"Family, Couple, Individual",0.24 Miles
